"lat" "long" "depth"
"829" -15.67 185.23 -0.66
"830" -21.78 183.11 -2.25
"831" -30.63 180.9 -3.34
"832" -15.7 185.1 -0.7
"833" -19.2 184.37 -2.2
"834" -19.7 182.44 -3.97
"835" -19.4 182.29 -3.26
"836" -15.85 185.9 -1.21
"837" -17.38 168.63 -2.09
"838" -24.33 179.97 -5.1
"839" -20.89 185.26 -0.54
"840" -18.97 169.44 -2.42
"841" -17.99 181.62 -5.74
"842" -15.8 185.25 -0.82
"843" -25.42 182.65 -1.02
"844" -21.6 169.9 -0.43
"845" -26.06 180.05 -4.32
"846" -17.56 181.23 -5.8
"847" -25.63 180.26 -4.64
"848" -25.46 179.98 -4.79
"849" -22.23 180.48 -5.81
"850" -21.55 181.39 -5.13
"851" -15.18 185.93 -0.77
"852" -13.79 166.56 -0.68
"853" -15.18 167.23 -0.71
"854" -18.78 186.72 -0.68
"855" -17.9 181.41 -5.86
"856" -18.5 185.4 -2.43
"857" -14.82 171.17 -6.58
"858" -15.65 185.17 -3.15
"859" -30.01 181.15 -2.1
"860" -13.16 167.24 -2.78
"861" -21.03 180.78 -6.38
"862" -21.4 180.78 -6.15
"863" -17.93 181.89 -5.67
"864" -20.87 181.7 -5.6
"865" -12.01 166.66 -0.99
"866" -19.1 169.63 -2.66
"867" -22.85 181.37 -3.97
"868" -17.08 185.96 -1.8
"869" -21.14 174.21 -0.4
"870" -12.23 167.02 -2.42
"871" -20.91 181.57 -5.3
"872" -11.38 167.05 -1.33
"873" -11.02 167.01 -0.62
"874" -22.09 180.58 -5.8
"875" -17.8 181.2 -5.3
"876" -18.94 182.43 -5.66
"877" -18.85 182.2 -5.01
"878" -21.91 181.28 -5.48
"879" -22.03 179.77 -5.87
"880" -18.1 181.63 -5.92
"881" -18.4 184.84 -2.21
"882" -21.2 181.4 -5.6
"883" -12 166.2 -0.94
"884" -11.7 166.3 -1.39
"885" -26.72 182.69 -1.62
"886" -24.39 178.98 -5.62
"887" -19.64 169.5 -2.04
"888" -21.35 170.04 -0.56
"889" -22.82 184.52 -0.49
"890" -38.28 177.1 -1
"891" -12.57 167.11 -2.31
"892" -22.24 180.28 -6.01
"893" -13.8 166.53 -0.42
"894" -21.07 183.78 -1.8
"895" -17.74 181.25 -5.59
"896" -23.87 180.15 -5.24
"897" -21.29 185.8 -0.69
"898" -22.2 180.58 -5.94
"899" -15.24 185.11 -2.62
"900" -17.82 181.27 -5.38
"901" -32.14 180 -3.31
"902" -19.3 185.86 -0.48
"903" -33.09 180.94 -0.47
"904" -20.18 181.62 -5.58
"905" -17.46 181.42 -5.24
"906" -17.44 181.33 -5.45
"907" -24.71 179.85 -4.77
"908" -21.53 170.52 -1.29
"909" -19.17 169.53 -2.68
"910" -28.05 182.39 -1.17
"911" -23.39 179.97 -5.41
"912" -22.33 171.51 -1.12
"913" -15.28 185.98 -1.62
"914" -20.27 181.51 -6.09
"915" -10.96 165.97 -0.76
"916" -21.52 169.75 -0.61
"917" -19.57 184.47 -2.02
"918" -23.08 183.45 -0.9
"919" -25.06 182.8 -1.33
"920" -17.85 181.44 -5.89
"921" -15.99 167.95 -1.9
"922" -20.56 184.41 -1.38
"923" -17.98 181.61 -5.98
"924" -18.4 181.77 -6
"925" -27.64 182.22 -1.62
"926" -20.99 181.02 -6.26
"927" -14.86 167.32 -1.37
"928" -29.33 182.72 -0.57
"929" -25.81 182.54 -2.01
"930" -14.1 166.01 -0.69
"931" -17.63 185.13 -2.19
"932" -23.47 180.21 -5.53
"933" -23.92 180.21 -5.24
"934" -20.88 185.18 -0.51
"935" -20.25 184.75 -1.07
"936" -19.33 186.16 -0.44
"937" -18.14 181.71 -5.74
"938" -22.41 183.99 -1.28
"939" -20.77 181.16 -5.68
"940" -17.95 181.73 -5.83
"941" -20.83 181.01 -6.22
"942" -27.84 182.1 -1.93
"943" -19.94 182.39 -5.44
"944" -23.6 183.99 -1.18
"945" -23.7 184.13 -0.51
"946" -30.39 182.4 -0.63
"947" -18.98 182.32 -4.42
"948" -27.89 182.92 -0.87
"949" -23.5 184.9 -0.61
"950" -23.73 184.49 -0.6
"951" -17.93 181.62 -5.61
"952" -35.94 178.52 -1.38
"953" -18.68 184.5 -1.74
"954" -23.47 179.95 -5.43
"955" -23.49 180.06 -5.3
"956" -23.85 180.26 -4.97
"957" -27.08 183.44 -0.63
"958" -20.88 184.95 -0.82
"959" -20.97 181.2 -6.05
"960" -21.71 183.58 -2.34
"961" -23.9 184.6 -0.41
"962" -15.78 167.44 -0.4
"963" -12.57 166.72 -1.37
"964" -19.69 184.23 -2.23
"965" -22.04 183.95 -1.09
"966" -17.99 181.59 -5.95
"967" -23.5 180.13 -5.12
"968" -21.4 180.74 -6.13
"969" -15.86 166.98 -0.6
"970" -23.95 184.64 -0.43
"971" -25.79 182.38 -1.72
"972" -23.75 184.5 -0.54
"973" -24.1 184.5 -0.68
"974" -18.56 169.05 -2.17
"975" -23.3 184.68 -1.02
"976" -17.03 185.74 -1.78
"977" -20.77 183.71 -2.51
"978" -28.1 183.5 -0.42
"979" -18.83 182.26 -5.75
"980" -23 170.7 -0.43
"981" -20.82 181.67 -5.77
"982" -22.95 170.56 -0.42
"983" -28.22 183.6 -0.75
"984" -27.99 183.5 -0.71
"985" -15.54 187.15 -0.6
"986" -12.37 166.93 -2.91
"987" -22.33 171.66 -1.25
"988" -22.7 170.3 -0.69
"989" -17.86 181.3 -6.14
"990" -16 184.53 -1.08
"991" -20.73 181.42 -5.75
"992" -15.45 181.42 -4.09
"993" -20.05 183.86 -2.43
"994" -17.95 181.37 -6.42
"995" -17.7 188.1 -0.45
"996" -25.93 179.54 -4.7
"997" -12.28 167.06 -2.48
"998" -20.13 184.2 -2.44
"999" -17.4 187.8 -0.4
"1000" -21.59 170.56 -1.65
